layer	latent	clinical_exp	model
20	14941	"""Post-operative instructions or restrictions, particularly those related to lifting."""	9B
20	14944	"""Terms related to infant development, health, or care, particularly those involving age or developmental stages."""	9B
20	14945	"""Communication or notification between healthcare providers or with patients and their families."""	9B
20	14948	"""The activation patterns are associated with the presence of a delimiter or a specific character, rather than the semantic meaning of the text, indicating that the model is responding to the formatting of the input text."""	9B
20	14949	"""Medical abbreviations or numerical values, often indicating frequency or dosage, especially in the context of medication administration or medical procedures."""	9B
20	14953	"""Units of measurement, medical instructions, or specific details in medical text."""	9B
20	14957	"""The term \""rate\"" often referring to a measurement of physiological activity, such as heart rate or respiratory rate."""	9B
20	14958	"""The model is activated by words that are part of medical terminology, particularly those related to anatomy, medical conditions, or medical procedures, often when they appear in a context that suggests they are being used in a specialized or technical sense."""	9B
20	14959	"""The model is activated by phrases indicating a temporal or conditional dependency, often marked by prepositions such as \""until\"", \""pending\"", \""to\"", or \""for\"", which typically signal a waiting period or a condition that needs to be met."""	9B
20	14962	"""The presence of the word \""research\"" or its variants, particularly in contexts referring to scientific investigation or study."""	9B
20	14963	"""Punctuation marks and certain words or phrases that are part of medical terminology or indicate the start of a medical concept or section."""	9B
20	14964	"""Abnormalities or pathologies identified in medical imaging reports."""	9B
20	14965	"""Radiological findings of high or increased density, often indicating abnormalities such as lesions, calcifications, or other pathological changes."""	9B
20	14967	"""Medical terminology, particularly abbreviations and phrases indicating frequency or dosage of medication, as well as phrases indicating a decision or choice made by medical professionals or patients."""	9B
20	14968	"""Age-related information or mentions of medical professionals, particularly residents or fellows."""	9B
20	14969	"""Oral-related terms, including mouth, lips, and oral mucosa, particularly when referring to administration of medication or physical examination findings."""	9B
20	14970	"""The activation patterns are associated with the concept of tasks, particularly in the context of cognitive or physical performance, and difficulty or ability in completing them."""	9B
20	14971	"""The model is activated by tokens that are part of a medication name or dosage instruction."""	9B
20	14973	"""Medical examination findings, particularly sensory assessments, and medication administration instructions."""	9B
20	14976	"""Units of measurement or dosage instructions in medical prescriptions or laboratory values."""	9B
20	14977	"""Numerical values, particularly those with trailing zeros, often indicating measurements or quantities."""	9B
20	14978	"""Medical abbreviations or terms, often related to diagnoses, treatments, or medical conditions."""	9B
20	14979	"""The verb \""was\"" is consistently activated across all snippets, indicating that the pattern of interest is the use of this specific verb, often in the context of a patient's condition or status."""	9B
20	14982	"""The model is activated by phrases indicating a patient's postoperative status or course, particularly when describing a stable or uneventful recovery."""	9B
20	14984	"""Medical service or diagnosis names, particularly those that are formal or technical, and sometimes the numbers associated with them."""	9B
20	14985	"""Medication names or components of medication names."""	9B
20	14986	"""Instructions or actions involving a caregiver or family member assisting the patient."""	9B
